"X","Part","Change","Page","FedReg_Number","Year"
36,"206.8","Added","11242",46,1981
37,"206.41","Form F-1 amended","11249",46,1981
38,"206.42","Form F-2 amended","11249",46,1981
39,"206.44","Form F-4 amended","11249",46,1981
40,"206.51","Heading revised; Form F-5 amended","11249",46,1981
41,"206.53","Form F-12 redesignated as 206.81 and revised","11250",46,1981
42,"206.54","Form F-13 redesignated as 206.82 and amended","11251",46,1981
43,"206.81","Form F-12 redesignated from 206.53 and revised","11250",46,1981
44,"206.82","Form F-13 redesignated from 206.54 and amended","11251",46,1981
45,"206.104","Added","11251",46,1981
46,"207","OTC margin stock list","20977, 49577",46,1981
47,"208.8","(f)(2) amended; (f)(4) removed","2026",46,1981
48,"210.2","(b) through (k) redesignated as (c) through (l) and revised; new (b) added","42059",46,1981
49,"211.3","(b)(2) revised","18016",46,1981
50,"211.5","(c)(2) amended","2027",46,1981
51,"211.6","(d) revised","39810",46,1981
52,"211.602","Interpretation","8437",46,1981
53,"213","Added","20951",46,1981
54,"213.2","(a)(17)(ii) corrected","29245",46,1981
55,"213.5","(b) introductory text corrected","29245",46,1981
56,"213","Appendixes A and B corrected; Appendix A footnotes 2 through 5 and Appendix B footnotes 6 through 10 correctly redesignated as footnotes 1 through 4 and 1 through 5","29245",46,1981
57,"216","Authority citation","15865, 49105",46,1981
58,"216.3","(c) amended","15865",46,1981
59,"216.4","(a) amended","15865",46,1981
60,"216.5","(b) removed; (c) and (d) redesignated as (b) and (c)","15865",46,1981
61,"216","Heading and (b) revised","49105",46,1981
62,"217.1","(k) added","27092",46,1981
63,"217.2","(a) and (b) revised; (l) added","32430",46,1981
64,"217.3","(l)(1) revised","55238",46,1981
65,"217.3","(l)(1)(ii)(C) and (2)(ii) corrected","57668",46,1981
66,"217.3","(f) amended","10453",46,1981
67,"217.3","(a) revised","62398",46,1981
68,"217.4","(d) revised","10453",46,1981
69,"217.6","(l) removed; (j) redesignated as (l)","10454",46,1981
70,"217.7","(c), (f), and (g) revised","10454",46,1981
71,"217.7","(a) revised","32430",46,1981
72,"217.7","(b) and (e) through (g) revised","62398",46,1981
73,"217.7","(i) added","62399",46,1981
74,"217.147","Revised","10455",46,1981
75,"217.149","Removed","10455",46,1981
76,"217.154","Removed","10455",46,1981
77,"217.157","Added","42062",46,1981
78,"217.157","Effective date suspended","44421",46,1981
79,"217.157","Revised","46899",46,1981
80,"220","OTC margin stock list","20977, 49577",46,1981
81,"220.4","(i) revised","49828",46,1981
82,"220.6","(j) removed; (k) and (l) redesignated as (j) and (k)","31250",46,1981
83,"220.8","(b) and (j) revised","49828",46,1981
84,"221","OTC margin stock list","20977, 49577",46,1981
85,"224","OTC margin stock list","20977, 49577",46,1981
86,"225.4","(a)(14) confirmed","31406",46,1981
87,"225.4","(a)(9) revised","38494",46,1981
88,"225.4","(a)(13) revised","58066",46,1981
89,"225.5","(c)(2) amended; (c)(4) removed","2026",46,1981
90,"225.128","(b), (c)(3), and (e) removed; (c), (c)(4), and (d) redesignated as new (b), (b)(3), and (c); new (b) and (c) headings amended","38495",46,1981
91,"226 (Reg. Z), Presimplified:","Staff interpretation corrected","1692",46,1981
92,"226 (Reg. Z), Presimplified:","Removed; eff. 4-1-82","20892",46,1981
93,"226 (Reg. Z), Presimplified:","Staff interpretations removed; eff. 4-1-82","20892",46,1981
94,"226 (Reg. Z), Simplified:","Revised","20892",46,1981
95,"226 (Reg. Z), Simplified:","Staff interpretations","50288",46,1981
96,"226 (Reg. Z), Simplified:","Staff interpretations amended","58644, 60190",46,1981
97,"226 (Reg. Z), Simplified:","Staff interpretations corrected","61067",46,1981
98,"226.2","(a)(17)(iii) corrected","29246",46,1981
99,"226.7","(d) and (j) corrected","29246",46,1981
100,"226.8","(a)(3) and (b) corrected","29246",46,1981
101,"226.9","(a)(2) corrected","29246",46,1981
102,"226.18","(q) corrected","29246",46,1981
103,"226.29","(c) corrected","29246",46,1981
104,"226","Appendixes A and D corrected; appendixes H and J amended","29246",46,1981
105,"226","Appendixes E and G amended","60190",46,1981
106,"262.3","(l) added","5861",46,1981
107,"265.2","(c)(1) revised; (f)(49) added","1663",46,1981
108,"265.2","(c)(27) added","2027",46,1981
109,"265.2","(c)(28), (f)(18)(iv) and (v), (50), (51), and (52) added; (f)(27) and (45) revised","2028",46,1981
110,"265.2","(c)(30) and (f)(53) added","5862",46,1981
111,"265.2","(c)(29) added; (f)(1) revised","5863",46,1981
112,"265.2","(b)(9) added","28399",46,1981
113,"265.2","Technical corrections","33022",46,1981
114,"265.2","(c)(31) added; (f)(28) revised","42442",46,1981
115,"265.2","(f)(54) added","51893",46,1981
1,"201.51","Revised","35465",47,1982
2,"201.51","Revised","36609",47,1982
3,"201.51","Revised","37076",47,1982
4,"201.51","Revised","39130",47,1982
5,"201.51","Revised","47534",47,1982
6,"201.51","Revised","54424",47,1982
7,"201.51","Revised","57483",47,1982
8,"201.52","Revised","35465",47,1982
9,"201.52","Revised","36609",47,1982
10,"201.52","Revised","37076",47,1982
11,"201.52","Revised","39130",47,1982
12,"201.52","Revised","47534",47,1982
13,"201.52","Revised","54424",47,1982
14,"201.52","Revised","57483",47,1982
15,"202.601","Added eff. 4-1-83","46076",47,1982
16,"202.901","Added eff. 4-1-83","46076",47,1982
17,"203","Appendix C added","751",47,1982
18,"203","Exemptions","49954",47,1982
19,"203","Exemptions","49956",47,1982
20,"204.2","(b)(2), (c)(1)(i)(E) and (ii) revised; (c)(1)(iii) added","38105",47,1982
21,"204.2","(h) footnote 1 amended; eff. 2-2-84","44707",47,1982
22,"204.2","(e)(4) through (6) revised; (e)(7) added","44993",47,1982
23,"204.2","(e)(7) revised","52693",47,1982
24,"204.2","(b)(2), (d), and (e) revised","55208",47,1982
25,"204.2","(e)(1)(viii) confirmed","58212",47,1982
26,"204.3","(d)(3) amended","14482",47,1982
27,"204.3","(c), (d)(1), (2), and (4), and (h) revised; eff. 2-2-84","44707",47,1982
28,"204.3","(a)(3) added","55206",47,1982
29,"204.3","Technical correction","57904",47,1982
30,"204.4","(e) revised","14482",47,1982
31,"204.4","(a) table revised; eff. 2-2-84","44708",47,1982
32,"204.4","(b) introductory text and (c) revised","49827",47,1982
33,"204.4","(b)(2)(ii) revised","55207",47,1982
34,"204.7","(a)(1) amended; eff. 2-2-84","44708",47,1982
35,"204.9","(a) revised","18848",47,1982
36,"204.9","(a)(1) introductory text and (2) revised","55206",47,1982
37,"204.9","(a)(1) revised","55210",47,1982
38,"204.9","Technical correction","57909",47,1982
39,"204.123","Added","8987",47,1982
40,"205.3","(g) added","44713",47,1982
41,"205.9","(a)(3), (c) and (d) amended; (h) and (i) added","44713",47,1982
42,"205.11","(c)(4) added","44713",47,1982
43,"206.44","Form F-4 corrected","4231",47,1982
44,"207","OTC margin stock list","8988, 30719, 44241",47,1982
45,"207","OTC margin stock list; correction","46839",47,1982
46,"207.1","(h) and (i) revised","2982",47,1982
47,"207.2","(i) revised","2982",47,1982
48,"207.5","(c) and (f) amended","2983",47,1982
49,"207.5","(d)(1), (4), (7), (8), and (9), and (e)(1), (4), (5), (6), and (7) revised","21758",47,1982
50,"208.8","(f)(2) revised","14684",47,1982
51,"208.8","(d) footnote 6a revised","18122",47,1982
52,"208.9","(d) revised","19321",47,1982
53,"211","Authority citation","11819",47,1982
54,"211.4","(e)(4)(xii) and (xiii) amended; (e)(4)(xiv) and (xv) added","11819",47,1982
55,"211.4","(c)(1) revised","51095",47,1982
56,"211.5","(c)(2) amended","51095",47,1982
57,"211.5","(c)(2) corrected","54057",47,1982
58,"211.23","(h)(3) removed; (a)(3) revised","51095",47,1982
59,"212","Authority citation","47371",47,1982
60,"212.4","(b)(5) revised; (c) added","47371",47,1982
61,"212.5","Revised","47371",47,1982
62,"212.6","(a) removed; (b)(1) and (2) redesignated as new (a) and (b)","47372",47,1982
63,"213","Compliance date deferred to 10-1-82","756",47,1982
64,"215","Supplement I added","20554",47,1982
65,"215.5","(c) revised","49348",47,1982
66,"217.1","(f)(2) revised","37880",47,1982
67,"217.1","(b) and (h) revised, (c) and (d), and footnote 2 and 3 removed; footnotes 4 through 8a redesignated as 2 through 6a","39657",47,1982
68,"217.1","(e)(3) revised","54759",47,1982
69,"217.3","(f) revised","39657",47,1982
70,"217.4","(d) temporarily suspended in part","2857, 4230, 14483, 16773, 16774, 20748,
24252, 27244, 30460, 31539",47,1982
71,"217.4","(d)(1)(iii) introductory text, (5), (6) and (f) revised","39658",47,1982
72,"217.6","(i) revised","39658",47,1982
73,"217.7","(b) table corrected","9",47,1982
74,"217.7","(a), (b) and (d) through (h) revised; (j) through (l) added","39659",47,1982
75,"217.157","(a)(1), (2) and (d) revised","54759",47,1982
76,"217.158","Added","8988",47,1982
77,"217.159","Added","37878",47,1982
78,"217.160","Added","47231",47,1982
79,"220","OTC margin stock list","8988, 30719, 44241",47,1982
80,"220","OTC margin stock list; correction","46839",47,1982
81,"220.2","(i) revised; eff. 1-17-83","55913",47,1982
82,"220.6","(h) revised","21238",47,1982
83,"220.7","(a) revised","2983",47,1982
84,"220.8","(e)(1), (3), and (4), (g)(1), and (2) amended","2983",47,1982
85,"220.8","(h)(1), (4), (7), (8), and (9), and (i)(1), (4), (5), (6), and (7) revised","21758",47,1982
86,"221","OTC margin stock list","8988, 30719, 44241",47,1982
87,"221","OTC margin stock list; correction","46839",47,1982
88,"221.1","(a), (b), and (c) amended","2983",47,1982
89,"221.3","(a), (m), (p), (q), (r)(2), (s), and (t)(4) amended; (c) revised","2983",47,1982
90,"221.4","(a), (c), and (f) amended; (d)(1), (4), (7), (8), and (9), and (e)(1), (4), (5), (6), and (7) revised","21758",47,1982
91,"224","OTC margin stock list","8988, 30719",47,1982
92,"225","Authority citation","13136",47,1982
93,"225.4","(a)(12) revised","13136",47,1982
94,"225.4","(a)(8) revised","37372",47,1982
95,"225.5","(c)(2) revised","14685",47,1982
96,"225.123","(e) introductory text, (1) and (2) revised; undesignated paragraph added","37372",47,1982
97,"225.143","Added","30966",47,1982
98,"226 (Presimplified)","Regulations; Appendices; Supplements; Interpretations; expiration date deferred to 10-1-82","756",47,1982
99,"226.5","(b)-(e) rescission deferred to 10-1-82","756",47,1982
100,"226.40","(Supp. I) rescission deferred to 10-1-82","756",47,1982
101,"226.502","Rescission deferred to 10-1-82","756",47,1982
102,"226.503","Rescission deferred to 10-1-82","756",47,1982
103,"226.505","Rescission deferred to 10-1-82","756",47,1982
104,"226 (Simplified)","Compliance date deferred to 10-1-82","756",47,1982
105,"226","Supplement I amended","41338, 51732",47,1982
106,"226.2","(a)(3) revised","7392",47,1982
107,"226.14","Footnote 31a amended","756",47,1982
108,"226.22","Footnote 45a amended","756",47,1982
109,"226.23","(f)(2) amended","51732",47,1982
110,"261.6","(b) redesignated as (b)(1); (b)(2) and (d) added","51096",47,1982
111,"265.1a","(c) amended","27845",47,1982
112,"265.2","(h)(1) introductory text, (i), and (ii) revised; (h)(1)(v) through (vii) added","4981",47,1982
113,"265.2","(h)(2) and (4)(ii) removed; (h)(3) and (4)(i) redesignated as (h)(2) and (3)","16170",47,1982
114,"265.2","(b)(10) added","46839",47,1982
115,"265.2","(a)(2), (c)(27) and (28) and (f)(30) and (50) revised; (f)(55) and (56) added","51097",47,1982
1,"203.2","(h) added","58571",48,1983
2,"203.3","(a)(2) revised","56571",48,1983
3,"203.4","(d)(1) revised","56571",48,1983
4,"204.2","(b)(2)(iv)(A) and (c)(1)(iii) amended","224",48,1983
5,"204.2","(a)(1)(viii) added; (c)(1)(ii) and (f)(1)(v) revised","28973",48,1983
6,"204.2","(b)(1) amended; (b)(1)(viii), (2), (c)(1)(i) and (ii), (d)(1)(i)(A), and (f)(1)(v) revised","46263",48,1983
7,"204.3","(a)(3)(i) revised","2314",48,1983
8,"204.3","(a) introductory text and (d) revised; (c) amended","17335",48,1983
9,"204.3","(c) amended; (d) revised; eff. 2-2-84","17336",48,1983
10,"204.4","(b)(1) introductory text and (i) revised; (a), (c), and (f) amended","2314",48,1983
11,"204.9","(a)(1) revised","12084, 46006",48,1983
12,"204.9","(a) revised; eff. 1-12-84","54587",48,1983
13,"205.5","(c)(1)(ii) and (2)(i) revised","14880",48,1983
14,"205.6","(d)(1)(i) revised","14881",48,1983
15,"205.9","(b)(3) revised","14881",48,1983
16,"205.11","(i) revised","14881",48,1983
17,"205","Supplement II amended","14881",48,1983
18,"207","Preemption determinations","43671",48,1983
19,"207","OTC margin stock list","6095, 26588, 45533",48,1983
20,"207","OTC margin stock list corrected","28229, 48219",48,1983
21,"212","Reorganization table","48796",48,1983
22,"207.1—207.7","Revised","35071",48,1983
23,"211.5","(d)(14) redesignated as (d)(15); new (d)(14) added","56933",48,1983
24,"211.31—211.34 (Subpart C)","Added","26448",48,1983
25,"211.34","(a)(2) revised; (c) added","56934",48,1983
26,"212","Authority citation","5534, 50303, 57106",48,1983
27,"212.2","(h), (i), and (l) revised","50303",48,1983
28,"212.3","(a) and (b) introductory text, (1), and (3) revised","50303",48,1983
29,"212.4","(b) introductory text, (1), (2), (3), and (5), and (c) revised","50304",48,1983
30,"212.5","Revised","5534",48,1983
31,"212.6","Revised","50304",48,1983
32,"215","Footnotes 2 through 11 redesignated as 3 through 12","42805",48,1983
33,"215.2","(f) revised","42805",48,1983
34,"215.4","(b)(1) revised","42805",48,1983
35,"215.5","(b) and (c)(3) amended","42805",48,1983
36,"215.10","Revised","56936",48,1983
37,"215.20","(a) revised; (b) amended","56936",48,1983
38,"215.23","Revised","56936",48,1983
39,"215 Subpart A appendix","Revised","42806",48,1983
40,"217.1","(e)(4) added","224",48,1983
41,"217.1","(b)(1)(iii) and (e)(4) amended; (h) revised","45756",48,1983
42,"217.1","(b)(1), (e) heading, (e)(2), (3)(ii), (4), and footnote 1 revised","46264",48,1983
43,"217.1","(h)(1)(iii)(B) amended; eff. 1-1-85","56938",48,1983
44,"217.1","(h)(1)(iii)(B) removed; (h)(1)(iii) amended; eff. 1-1-86","56938",48,1983
45,"217.3","(a) and (f) amended","45756",48,1983
46,"217.4","(d)(5) and (6) and (f) revised","224",48,1983
47,"217.4","(d) temporarily suspended in part","2315, 4453, 5888, 11255, 15445, 21881, 21882, 27393, 39604, 40702, 49654",48,1983
48,"217.4","(d)(6) and (f) amended; (d)(1)(iii) introductory text revised; (d)(1)(iii)(D) and (E) and (iv) added","45756",48,1983
49,"217.4","(d)(1)(iii)(D) and (E) removed; (d)(6) amended","56937",48,1983
50,"217.5","(c)(1) introductory text revised","224",48,1983
51,"217.5","(c)(1) introductory text amended","45757",48,1983
52,"217.5","(c)(2) amended","46264",48,1983
53,"217.6","(i) removed","45757",48,1983
54,"217.7","(c) and (l) revised; (f) and (j) amended; (m) added","224",48,1983
55,"217.7","(a), (b), (c)(1) introductory text, and (d) revised; (e), (f), (g), (i), (j), and (k) removed; (h), (l), and (m) redesignated as (f), (e), and (g); new (g)(1) amended; new (e)(1) and (3) revised","45737",48,1983
56,"217.7","(b), (c)(1), (2) introductory text and (ii)(A), (e)(1), and (g)(1) revised","56937",48,1983
57,"217.7","Amended; eff. 1-1-85","56938",48,1983
58,"217.7","(b) and (g)(8) removed; (c)(2), (e)(1), and (g)(1) revised; eff. 1-1-86","56938",48,1983
59,"217.147","Revised","45757",48,1983
60,"220","OTC margin stock list","6095, 26588, 45533",48,1983
61,"220","OTC margin stock list corrected","28229, 48219",48,1983
62,"220","Reorganization table","32978",48,1983
63,"220.1-220.18","Revised","23165",48,1983
64,"220.1-220.18","Revision effective date deferred to 3-31-84","51768",48,1983
65,"220.2","(s) corrected","34945",48,1983
66,"220.12","(a), (b)(4)(i), and (6) corrected","26590",48,1983
67,"220.17","(a)(3) and (9) corrected","34945",48,1983
68,"221","OTC margin stock list","6095, 26588, 45533",48,1983
69,"221","OTC margin stock list corrected","28229, 48219",48,1983
70,"221","Reorganization table","48797",48,1983
71,"221.1-221.8","Revised","35076",48,1983
72,"221.1","(b) corrected","37361",48,1983
73,"221.5","(c)(10) corrected","37361",48,1983
74,"224","OTC margin stock list","6095, 26588, 45533",48,1983
75,"224","OTC margin stock list corrected","28229, 48219",48,1983
76,"224","Revised; eff. 1-23-84","56572",48,1983
77,"224","Revision redesignation table; eff. 1-23-84","57107",48,1983
78,"225.4","(a)(15) added","37006",48,1983
79,"225.142","Revised","7720",48,1983
80,"226","Preemption determinations","4454",48,1983
81,"226","Preemption determinations; eff. 10-1-84","43672",48,1983
82,"226","Preemption determinations amended","57266",48,1983
83,"226.2","(a)(3), (17)(ii), and footnote 2 removed; (a)(17)(iii), (iv), and (v) redesignated as (a)(17)(ii), (iii), and (iv)","14886",48,1983
84,"226.3","(f) added","14886",48,1983
85,"226.14","Footnote 31a amended","14886",48,1983
86,"226.22","Footnote 45a amended","14886",48,1983
87,"226","Supplement I amended","14886",48,1983
88,"250.164","Added","28975",48,1983
89,"250.165","Added; eff. 6-10-84","57109",48,1983
90,"265.2","(h)(2) revised","4458",48,1983
91,"265.2","(f)(6) revised","5536",48,1983
92,"265.2","(f)(22)(i) through (v) revised; (f)(22)(vi) through (xiii) removed","34016",48,1983
93,"265.2","(f)(57) added","39047",48,1983
94,"265.2","(f)(22)(iv) and (v) corrected; (f)(22)(vi) correctly added","39215",48,1983
95,"265.2","(a)(2) revised; (f)(58) added","56939",48,1983
96,"269","Revised","32331",48,1983
97,"269","Policy statement","32334",48,1983
98,"269a","Redesignated from Part 290; authority citation and nomenclature change","32334",48,1983
99,"269a","Policy statement","32334",48,1983
100,"269b","Redesignated from Part 292; authority citation and nomenclature change","32334",48,1983
101,"269b","Policy statement","32334",48,1983
102,"270.4","(d) removed; (e) redesignated as (d)","32336",48,1983
103,"290","Redesignated as Part 269a; authority citation and nomenclature change","32334",48,1983
104,"292","Redesignated as Part 269b; authority citation and nomenclature change","32334",48,1983
105,"294","Removed","32334",48,1983
1,"201.51","Revised","15543, 47825",49,1984
2,"201.52","Revised","15543, 47825",49,1984
3,"204.9","(a) revised","44449",49,1984
4,"205.1","(a) revised; OMB number","40797",49,1984
5,"205.2","(g) revised; eff. in part 4-16-85","40798",49,1984
6,"205.9","(b)(3) revised","40798",49,1984
7,"205.11","(c)(3) and (4) revised","40798",49,1984
8,"205","Supplement II amended","40798",49,1984
9,"207","OTC margin stock list","4933, 23607, 43947",49,1984
10,"207.2","(i) revised","35758",49,1984
11,"207.3","(q) added","35758",49,1984
12,"210.9","(a) introductory text, (1), (2), and (3) redesignated as (a)(1), (ii), and (iii); undesignated text designated as (a)(2) and revised","4200",49,1984
13,"211","Authority citation","5591",49,1984
14,"211.41—211.43","(Subpart D) Added","5592",49,1984
15,"211.42","(d) redesignated as (h); new (d) through (g) added","12197",49,1984
16,"211.44","Added","5587",49,1984
17,"211.45","Added","12197",49,1984
18,"212","Authority citation corrected","1334, 2746",49,1984
19,"212","Authority citation","28043",49,1984
20,"212.2","(n) added","28043",49,1984
21,"212.3","(b) revised","28043",49,1984
22,"212.6","(a) revised","28043",49,1984
23,"215.10","Footnotes 8 and 9 correctly designated","2902",49,1984
24,"217","Policy statements","11620",49,1984
25,"217.4","(d) temporarily suspended in part","2883, 19289, 28238, 28691, 34441",49,1984
26,"220","OTC margin stock list","4933, 23607, 43947",49,1984
27,"220.1—220.18","Revision eff. date deferred to 6-30-84","11826",49,1984
28,"220.2","(o) revised","35758",49,1984
29,"220.14","(b)(3) revised; (b)(4) removed","9560",49,1984
30,"220.14","(b)(2) correctly amended","27295",49,1984
31,"221","OTC margin stock list","4933, 23607, 43947",49,1984
32,"221.2","(h) revised","35758",49,1984
33,"221.3","(l) added","35758",49,1984
34,"224","OTC margin stock list","4933, 23607, 43947",49,1984
35,"225.1—225.43","Revised; App. A and B added; eff. 2-6-84","818",49,1984
36,"226","Preemption determinations","4368",49,1984
37,"226.1","OMB number","46991",49,1984
38,"226.3","Introductory text and footnote 4 revised; (a.) amended","46991",49,1984
39,"226","Supplement No. 1 amended","13484, 40560",49,1984
40,"226","Supplement No. 1 corrected","17932, 18816",49,1984
41,"262.3","(e) amended","5605",49,1984
42,"262.25","Revised","5603",49,1984
43,"265.2","(h)(2) and (3) redesignated as (h)(3) and (4) and revised; former (h)(2) reinstated; (h)(5) and (6) added","2095",49,1984
44,"265.2","(b)(10) revised","5605",49,1984
45,"265.2","(d) removed; (f) introductory text amended; (f)(23), (26), and (33) through (42) removed; (f)(24), (25), (27) through (32), and (43) through (58) redesignated as (23), (24), (25) through (30), and (31) through (46)","15544",49,1984
46,"265.2","(c)(32) added","25225",49,1984
47,"265.2","(a)(2) and (f)(22) introductory text and (vi)(A) revised","49281",49,1984
1,"201.51","Revised","444, 23395",50,1985
2,"201.52","Revised","444, 23395",50,1985
3,"202","Redesignated as Part 202a and effective date note added; new Part 202 added","48026",50,1985
4,"202.1","(b)(1) amended","8707",50,1985
5,"202","Appendix A amended","8707",50,1985
6,"202a","Redesignated from Part 202 and effective date note added; eff. 12-16-85 (Part 202a to be removed eff. 10-1-86)","48026",50,1985
7,"204.4","(f) amended","51509",50,1985
8,"204.9","(a) revised","50285",50,1985
9,"204.124","Added","13011",50,1985
10,"205.13","(a)(1) amended","8708",50,1985
11,"205","Appendix B amended","8708",50,1985
12,"205","Supplement II amended","13181",50,1985
13,"207","OTC margin stock list","4495, 18231, 30931, 45399",50,1985
14,"207.2","(i) revised","10934",50,1985
15,"207.2","(i) discussion of comments","24613",50,1985
16,"207.5","Heading revised; (c) added","26355",50,1985
17,"208","Authority citation revised","16066",50,1985
18,"208.13","Added","16066",50,1985
19,"208.123","Added","13011",50,1985
20,"210.12","Undesignated paragraph following (b)(2) designated as (d); (c) added","5740",50,1985
21,"210.12","(c)(10) added (temporary)","41336",50,1985
22,"211.1—211.7 (Subpart A)","Revised","39980",50,1985
23,"211.23","(b), (f) introductory text and (f)(5) introductory text, (i), (ii), and (iii) introductory text revised","39986",50,1985
24,"213","Appendix D amended","8708",50,1985
25,"217.4","(d) temporarily suspended in part","25414, 41672, 48552, 50160",50,1985
26,"217.161","Added","13012",50,1985
27,"220","OTC margin stock list","4495, 18231, 30931, 45399",50,1985
28,"220","Authority citation revised","26355",50,1985
29,"220.5","(c)(2) revised","26355",50,1985
30,"220.9","Heading revised; (a)(4) added","26356",50,1985
31,"220.13","Revised","10934",50,1985
32,"220","Discussion of comments","24613",50,1985
33,"220.18","Revised","26356",50,1985
34,"221","OTC margin stock list","4495, 18231, 30931, 45399",50,1985
35,"221.2","(h) revised","10934",50,1985
36,"221.2","(h) discussion of comments","24613",50,1985
37,"224","OTC margin stock list","4495, 18231, 30931, 45399",50,1985
38,"225.144","Added","33913",50,1985
39,"225.144","(a) footnote 1 correctly added; (b) corrected","34802",50,1985
40,"225","Appendix A revised","16066",50,1985
41,"226","Preemption determination; eff. 10-1-86","25068",50,1985
42,"226","Appendix I amended","8708",50,1985
43,"226","Supplement I amended","13183",50,1985
44,"227.1—227.2 (Subpart A)","Heading added","16697",50,1985
45,"227.11—227.16 (Subpart B)","Added","16697",50,1985
46,"227","Staff guidelines","47036",50,1985
47,"227 (Subpart B)","Technical correction","49524",50,1985
48,"263.35—263.40 (Subpart D)","Added","16069",50,1985
49,"265.2","(c)(33) added","16071",50,1985
50,"265.2","(f)(47) added","40330",50,1985
51,"265.2","(c)(27) revised","45810",50,1985
52,"265.2","(f)(22)(v) revised","51837",50,1985
53,"268","Revised","18780",50,1985
