Part.Number,Change,Page,FedReg_Number,Year
201.51,Revised,"01-2211, 01-9907, 01-18185, 01-20901, 01-29009, 01-35530, 01-45753, 01-49098, 52850, 57848, 65817",66,2001
202,Compliance notification,01-41439,66,2001
202.4,Revised; interim,01-17785,66,2001
202.9,(h) added; interim,01-17785,66,2001
202.17,Added; interim,01-17785,66,2001
202,Supplement I amended; interim,01-17786,66,2001
203,Supplement I amended,01-66295,66,2001
204.9,Revised,01-53078,66,2001
205,Authority citation revised,01-15192,66,2001
205.4,(a) redesignated as (a)(1); (a)(2) added; (c) revised; interim,01-17793,66,2001
205.7,(b)(11) added,01-13412,66,2001
205.16,Added,01-13412,66,2001
205.17,Added; interim,01-17793,66,2001
205,Supplement I and Appendix A amended,01-13412,66,2001
207,Added,01-2092,66,2001
208,Authority citation revised,"01-8634, 01-42933",66,2001
208.3,(d)(1) revised,01-8634,66,2001
208.71--208.77 (Subpart G),Revised,01-42933,66,2001
208.71,(c) revised,01-8749,66,2001
208.77,(e) revised,01-8749,66,2001
208.81--208.86 (Subpart H),Regulation at 65 FR 75841 eff. date delayed,01-15345,66,2001
208.100--208.101 (Subpart I),Regulation at 65 FR 75841 eff. date delayed,01-15345,66,2001
208,Appendix D-2 revised,01-8634,66,2001
211,Authority citation revised,01-8636,66,2001
211.1--211.13 (Subpart A),Revised,01-54374,66,2001
211.5,(h)(2)(ii) revised; (l) added,01-58655,66,2001
211.8,(c)(3)(ii) and (iii) redesignated as (c)(3)(iii) and (iv); new (c)(3)((ii) added,01-58655,66,2001
211.9,Added,01-8636,66,2001
211.20-211.30 (Subpart B),Revised,01-54374,66,2001
211.24,(i) added,01-8636,66,2001
211.31--211.34 (Subpart C),Revised,01-54374,66,2001
213,Compliance notification,01-41439,66,2001
213.3,(a)(5) added; interim,01-17328,66,2001
213.6,Added; interim,01-17328,66,2001
213,Supplement I amended; interim,01-17328,66,2001
220,OTC margin stock lists,"01-11101, 01-44525",66,2001
225,Authority citation amended,"01-414, 01-8636",66,2001
225.1,(c)(9) added,01-414,66,2001
225.2,(r)(2) and (s) revised; (t) added,01-414,66,2001
225.4,(h) added,01-8636,66,2001
225.14,(c)(2)(i) revised,01-415,66,2001
225.23,(c)(2)(i) revised,01-415,66,2001
225.81--225.94 (Subpart I),Revised,01-415,66,2001
225.86,(e) added; interim,01-260,66,2001
225.170--225.177 (Subpart J),Revised,01-8484,66,2001
225,Appendix F added,01-8636,66,2001
226,Compliance notification,01-41439,66,2001
226.1,(b) and (d)(5) revised,01-65617,66,2001
226.5,(a)(5) added; interim,01-17338,66,2001
226.5a,(b)(1)(ii) and (c) revised; (b)(1)(iii) added; interim,01-17338,66,2001
226.5b,(c) redesignated as (c)(1); (c)(1) heading and (2) added; interim,01-17338,66,2001
226.15,(b) introductory text amended; interim,01-17338,66,2001
226.16,(c) revised; interim,01-17338,66,2001
226.17,(a)(3) added; (g) introductory text revised; interim,01-17338,66,2001
226.23,(b)(1) amended; interim,01-17338,66,2001
226.24,(d) revised; interim,01-17338,66,2001
226.27,Revised; interim,01-17339,66,2001
226.31,(b) revised; interim,01-17339,66,2001
226.32,"(a)(1)(i), (b)(1), (c) introductory text, (3) and (d) introductory text revised; (c)(5) and (d)(8) added; (e) removed",01-65617,66,2001
226.34,Added,01-65618,66,2001
226.36 (Subpart F),Added; interim,01-17339,66,2001
226,Supplement I amended; interim,01-17339,66,2001
230,Compliance notification,01-41439,66,2001
230.3,(a) revised; (g) added; interim,01-17802,66,2001
230.4,(a)(1) and (2)(i) revised; interim,01-17802,66,2001
230.6,(c) removed; interim,01-17802,66,2001
230.10,Added; interim,01-17803,66,2001
230,Supplement I amended; interim,01-17803,66,2001
250,Authority citation revised,01-24233,66,2001
250.243,Added,01-24229,66,2001
250.244,Added,01-24299,66,2001
250.245,Added,01-24229,66,2001
250.246,Added,01-24225,66,2001
250.247,Added; interim,01-24233,66,2001
250.248,Added; interim,01-24233,66,2001
261a.13,(b)(9) revised; (c)(11) added,01-19718,66,2001
263,Authority citation revised,01-8637,66,2001
263.302,(a) revised,01-8637,66,2001
265.5,(d)(3) added,01-54397,66,2001
265.6,(f) revised,01-54397,66,2001
265.7,(d)(4) revised; (d)(9) through (14) added,01-54397,66,2001
265.11,(d)(8) and (11) revised; (d)(12) added,01-54398,66,2001
268,Revised; interim,01-7704,66,2001
201,Authority citation revised,02-67785,67,2002
201.1,Revised; eff. 1-9-03,02-67785,67,2002
201.2,Revised; eff. 1-9-03,02-67785,67,2002
201.3,Revised; eff. 1-9-03,02-67785,67,2002
201.4,Revised; eff. 1-9-03,02-67785,67,2002
201.5,Revised; eff. 1-9-03,02-67785,67,2002
201.6,Removed; eff. 1-9-03,02-67787,67,2002
201.7,Removed; eff. 1-9-03,02-67787,67,2002
201.8,Removed; eff. 1-9-03,02-67787,67,2002
201.9,Removed; eff. 1-9-03,02-67787,67,2002
201.51,Revised; eff. 1-9-03,02-67787,67,2002
201.51,Revised,02-69467,67,2002
201.52,Removed; eff. 1-9-03,02-67787,67,2002
203,Revised,02-7236,67,2002
203,Regulation at 67 FR 7236 eff. date delayed to 1-1-04,02-30771,67,2002
203,Technical correction,02-34991,67,2002
203,Supplement I amended,02-79845,67,2002
203.4,(a)(12) revised; (a)(14) added; eff. 1-1-04,02-43223,67,2002
203,Appendix A amended,02-30772,67,2002
204.7,(a)(1) amended; eff. 1-9-03,02-67787,67,2002
204.9,Revised,02-62636,67,2002
208,Appendix A amended,"02-3797, 02-16977",67,2002
208,Appendix B amended,02-3800,67,2002
208,Appendices A and B amended,02-43217,67,2002
208,Appendix A amended; eff. 1-1-04,02-43223,67,2002
208,Appendix B amended; eff. 1-1-04,02-43227,67,2002
"208.7 (b)(2), (3), (4) and (c)(1)",revised; (b)(6) and (7) redesignated as (b)(7) and (8); new (b)(6) added,02-38848,67,2002
208.36,(a) revised; interim,02-57941,67,2002
220,OTC margin stocks lists,"02-8182, 02-53875",67,2002
223,Added; eff. 4-1-03,02-76604,67,2002
225,Appendix A amended,"02-3800, 02-16977",67,2002
225,Appendix D amended,02-3803,67,2002
225,Appendix A corrected,02-34991,67,2002
226.17,(a)(1) footnote 38 amended,02-16982,67,2002
226,Supplement I amended,"02-16982, 02-61769",67,2002
250.160,(b) removed; eff. 4-1-03,02-76622,67,2002
250.240,Removed; eff. 4-1-03,02-76622,67,2002
250.241,Removed; eff. 4-1-03,02-76622,67,2002
250.242,Removed; eff. 4-1-03,02-76622,67,2002
250.243,Removed; eff. 4-1-03,02-76622,67,2002
250.244,Removed; eff. 4-1-03,02-76622,67,2002
250.245,Removed; eff. 4-1-03,02-76622,67,2002
250.246,Removed; eff. 4-1-03,02-76622,67,2002
250.247,Removed; eff. 4-1-03,02-76622,67,2002
250.248,Removed; eff. 4-1-03,02-76622,67,2002
250.250,Removed; eff. 4-1-03,02-76622,67,2002
261a.13,(b)(10) added,02-44526,67,2002
264a,Removed,02-15335,67,2002
201.51,"(a), (b) and (c) Revised","03-1794, 03-41054",68,2003
202,Revised,03-13161,68,2003
202,Appendix B Amended,03-53491,68,2003
203,Supplement I Amended,03-31592,68,2003
203.2,"(c)(2), (e)(1)(ii), (2)(ii) and (j) Revised",03-74830,68,2003
203.4,(a)(9) and (e) Revised,03-74830,68,2003
203.5,"(b)(3)(i), (ii), (c), (e) and (f) Revised",03-74830,68,2003
203,Appendix C Corrected,03-14476,68,2003
203,Appendix A Amended,03-74831,68,2003
204.9,Revised,03-57790,68,2003
206,Authority Citation Revised,03-53283,68,2003
206.1,(a) Amended,03-53283,68,2003
206.2,(f) and (g) Amended,03-53283,68,2003
206.3,(c)(1) Amended,03-53283,68,2003
206.4,(b) Amended,03-53283,68,2003
206.5,"(a) Footnote 1 and (f) Amended; (f)(i), (ii) and (iii) Redesignated as (f)(1), (2) and (3)",03-53283,68,2003
206.7,Removed,03-53283,68,2003
208.36,(a) Revised,03-4096,68,2003
208.63,(b) Revised,03-25111,68,2003
208,Appendix A Amended; interim,03-56535,68,2003
211,Authority Citation Revised,03-25112,68,2003
211.5,(m) Added,03-25112,68,2003
211.24,(j) Added,03-25112,68,2003
211.41,Revised,03-1159,68,2003
211.42,Revised,03-1159,68,2003
211.43,Revised,03-1159,68,2003
211.44,Revised,03-1159,68,2003
211.45,Revised,03-1159,68,2003
211.605,Added,03-7899,68,2003
220,OTC margin stock lists,"03-8993, 03-52486",68,2003
222,Added; interim,03-74469,68,2003
225.28,(b)(8)(ii)(B) Revised,03-39810,68,2003
225.28,(b)(8)(ii)(B) Corrected,03-41901,68,2003
225.28,(b)(14) Revised; eff. 1-8-04,03-68499,68,2003
225,Appendix A Amended; interim,03-56535,68,2003
226,Supplement I Amended,"03-16189, 03-50965",68,2003
229,Technical correction,03-37957,68,2003
229,Appendix A Amended,"03-31596, 03-52078",68,2003
229,Appendices A and E Amended,03-52078,68,2003
229,Appendix E Corrected,03-53672,68,2003
263,Authority Citation Revised,03-48267,68,2003
263.94,(a) and (b) Revised,03-48267,68,2003
263.400--263.405 (Subpart J),Added,03-48267,68,2003
264b,Revised; eff. 1-9-04,03-68721,68,2003
268,Revised,03-18085,68,2003
272.3,(c) Revised,03-6061,68,2003
201.51,(a) and (b) Revised,"04-41389, 04-51002, 04-57836, 04-67635, 04-75819",69,2004
203,Supplement I Amended,04-77139,69,2004
204.9,Revised,04-60545,69,2004
208,Authority citation Revised,04-77617,69,2004
208.3,(d)(1) Revised; eff. 7-1-05,04-77617,69,2004
208,Appendix A Amended; interim,04-22385,69,2004
208,Appendix A Corrected,04-25672,69,2004
208,Appendix A Amended,04-44916,69,2004
208,Appendix E Amended,04-44918,69,2004
208,Appendix D-2 Amended; eff. 7-1-05,04-77617,69,2004
210,Authority citation Revised,04-62557,69,2004
210.1,Amended,04-62557,69,2004
210.2,"(h) Amended; (i), (l)(3), (n) and (r) revised; undesignated paragraph after (o) removed; (s) added",04-62557,69,2004
210.3,(b) Amended,04-62558,69,2004
210.4,(b)(2) Amended,04-62558,69,2004
210.5,"(b), (c) and (d) Redesignated as (c), (d) and (e); new (b) added; new (d)(3) redesignated from part of new (d)(2); new (d)(1), (2), (3) and (e) amended; (a) and new (c)(3) revised",04-62558,69,2004
210.6,"(c) Redesignated as (d); (a), (b) and new (d) revised; new (c) added",04-62559,69,2004
210.12,"(d) through (i) Redesignated as (e) through (j); new (d) added; (b)(2) and new (g) amended; (c), new (e) and (f)(3) revised;",04-62560,69,2004
210.13,Amended,04-62561,69,2004
211,Authority citation Revised; eff. 7-1-05,04-77618,69,2004
211.5,(l) Revised; eff. 7-1-05,04-77618,69,2004
211.24,(i) Revised; eff. 7-1-05,04-77618,69,2004
226.2,(b)(5) Added,04-16773,69,2004
226,Supplement I Amended,"04-16773, 04-50299",69,2004
229.20,(g)(2) Amended,04-47311,69,2004
229.21,Amended,04-47311,69,2004
229.30,Undesignated text following (a)(2)(iii) amended; (c)(1) and (d) revised,04-47311,69,2004
229,Appendix A Amended,"04-1656, 04-6919, 04-10603, 04-19922, 04-25827, 04-28820, 04-35506, 04-57839",69,2004
229,Appendix A Corrected,04-30189,69,2004
229,Appendix C Amended,04-47315,69,2004
229,Appendix D Amended; eff. in part 1-1-06,04-47316,69,2004
229,Appendix E Amended,04-47317,69,2004
263.65,Revised,04-56930,69,2004
201.51,(a) and (b) Revised,"05-6763, 05-16095, 05-24303, 05-39411,05-48269, 05-56564, 05-69044, 05-75386",70,2005
203,Supplement I Amended,05-75719,70,2005
204.9,Revised,05-58604,70,2005
208,Appendix A Amended,05-11834,70,2005
208,Appendix D-2 Amended,05-15753,70,2005
210.5,(a)(3) Revised; eff. 7-1-06,05-71224,70,2005
210.6,(b)(2) Revised; eff. 7-1-06,05-71225,70,2005
210.9,(b)(5) Revised; eff. 7-1-06,05-71225,70,2005
222,Authority citation Revised,"05-33979, 05-70678",70,2005
222.2,Added; interim; eff. 3-7-06,05-33979,70,2005
222.2,Regulation at 70 FR 33979 eff. date delayed to 4-1-06 Added; eff. 4-1-06,05-70678,70,2005
222.2,Correctly revised,05-75931,70,2005
222.3,Added; interim; eff. 3-7-06,05-33979,70,2005
222.3,Regulation at 70 FR 33979 eff. date delayed to 4-1-06 Added; eff. 4-1-06,05-70678,70,2005
222.3,Correctly revised,05-75931,70,2005
222.30--222.32 (Subpart D),Added; interim; eff. 3-7-06,05-33979,70,2005
222.30--222.32 (Subpart D),Regulation at 70 FR 33979 eff. date delayed to 4-1-06 Added; eff. 4-1-06,05-70679,70,2005
222.30--222.32 (Subpart D),Correctly revised,05-75931,70,2005
225,Authority citation Revised,05-15753,70,2005
225,Policy statement,05-59987,70,2005
225,Appendix A Amended,05-11834,70,2005
225,Appendix D Amended,05-11838,70,2005
225,Appendix F Amended,05-15753,70,2005
225,Appendix A Corrected,05-20704,70,2005
226,Supplement I Amended,05-46067,70,2005
228.12,Regulation at 69 FR 41187 Confirmed,05-15574,70,2005
228.26,Revised,05-44268,70,2005
228.27,Regulation at 69 FR 41187 Confirmed,05-15574,70,2005
228.28,(c) Revised,05-44268,70,2005
228.41,Regulation at 69 FR 41187 Confirmed,05-15574,70,2005
228.42,Regulation at 69 FR 41187 Confirmed,05-15574,70,2005
228,Appendix A Amended,05-44268,70,2005
229.2,(fff) Added; eff. 7-1-06,05-71225,70,2005
229.34,"(d), (e) and (f) Redesignated as (e), (f) and (g); new (d) added; eff. 7-1-06",05-71225,70,2005
229.43,(b)(3) Revised; eff. 7-1-06,05-71225,70,2005
229,Appendix A Amended,"05-7380, 05-8717, 05-21133, 05-47086",70,2005
229,Technical correction,05-48842,70,2005
229,Appendix A Amended; eff. in part 1-21-06 and 2-11-06,05-60420,70,2005
229,Appendix A Amended; eff. in part 3-31-06,05-75000,70,2005
229,Appendix E Amended; eff. 7-1-06,05-71225,70,2005
229,Appendix A Amended; eff. 2-25-06,05-73129,70,2005
230.2,(b) Revised; eff. 7-1-06,05-29593,70,2005
230.6,(a)(3) Revised; eff. 7-1-06,05-29593,70,2005
230.8,(a) Revised; (f) added; eff. 7-1-06,05-29593,70,2005
230.11,Added; eff. 7-1-06,05-29593,70,2005
230,Supplement I Amended; eff. 7-1-06,05-29594,70,2005
232,Added; interim; eff. 3-7-06,05-33982,70,2005
232,Regulation at 70 FR 33982 eff. date delayed to 4-1-06 Added; eff. 4-1-06,05-70682,70,2005
232,Correctly revised,05-75931,70,2005
263.1,(f) Amended; (g) redesignated as (h); new (g) added,05-69638,70,2005
264a,Added,05-69638,70,2005
268.205,Revised; interim,05-67643,70,2005
271.3,(c) Amended,05-7840,70,2005
271.4,(c) Revised,05-7480,70,2005
271.8,(a) Revised; (b) amended,05-7840,70,2005
272.3,(a) and (e) Amended; (b) and (d) revised,05-7840,70,2005
272.4,(c) Amended; (d) redesignated as (e); new (d) added,05-7841,70,2005
281,Authority citation Revised,05-7841,70,2005
281.1,Removed; new 281.1 redesignated from 281.2,05-7841,70,2005
281.2,Redesignated as 281.1,05-7841,70,2005
201.51,(a) and (b) revised,"06-6342, 06-16992, 06-28562, 06-39521",71,2006
202,Appendix A amended,"06-11296, 06-28563",71,2006
203,Supplement I amended,06-77247,71,2006
204.9,Revised,06-62203,71,2006
205.2,(b)(2) redesignated as (b)(3); new (b)(2) added; interim; eff. 7-1-07,06-1481,71,2006
205.2,(b)(2) revised; eff. 7-1-07,06-51449,71,2006
205.3,(b) redesignated as (b)(1); (a) and new (b)(1) revised; (b)(2) and (3) added,06-1659,71,2006
205.3,"(a), (b)(2)(ii) and (3) revised; interim",06-51456,71,2006
205.3,(b)(3) revised,06-69436,71,2006
205.7,(c) added,06-1659,71,2006
205.16,(c) revised,06-1659,71,2006
205.18,Added; interim; eff. 7-1-07,06-1481,71,2006
205.18,Revised; eff. 7-1-07,06-51449,71,2006
205,Appendix A amended; interim; eff. 7-1-07,06-1482,71,2006
205,Appendix A amended; eff. 7-1-07,06-51450,71,2006
205,Appendix A amended; interim,06-51456,71,2006
205,Appendix A amended,"06-1659, 06-69437",71,2006
205,Supplement I amended; interim; eff. 7-1-07,06-1482,71,2006
205,Supplement I amended,"06-1661, 06-69437",71,2006
205,Supplement I amended; eff. 7-1-07,06-51450,71,2006
205,Supplement I amended; interim,06-51457,71,2006
208,Appendix D-2 correctly amended,06-5780,71,2006
208,Appendix E amended,06-8936,71,2006
211.5,(m)(1) added,06-13936,71,2006
211.24,(j)(1) added,06-13936,71,2006
215,Authority citation revised,06-71474,71,2006
215.1--215.13 (Subpart A),Heading removed; interim,06-71474,71,2006
215.1,Revised; interim,06-71474,71,2006
215.2,Introductory text revised; interim,06-71474,71,2006
215.9,Removed; new 215.9 redesignated from 215.11; (a)(1) footnote 4 removed; (a)(2)(ii) revised; interim,06-71474,71,2006
215.10,Removed; new 215.10 redesignated from 215.12; interim,06-71474,71,2006
215.11,Redesignated as 215.9; new 215.11 redesignated from 215.13; interim,06-71474,71,2006
215.11,Revised; interim,06-71475,71,2006
215.12,Redesignated as 215.10; interim,06-71474,71,2006
215.13,Redesignated as 215.11; interim,06-71474,71,2006
215.1--215.13 (Subpart A),Appendix redesignated as Part 215 Appendix; interim,06-71475,71,2006
215.20--215.23 (Subpart B),Removed; interim,06-71475,71,2006
225,Appendix F correctly amended,06-5780,71,2006
225,Appendix E amended,06-8937,71,2006
225.2,Footnote 2 revised,06-9901,71,2006
225.4,(b)(2)(iii) revised,06-9901,71,2006
225.14,(a)(1)(v) revised,06-9901,71,2006
225.17,Footnote 5 revised,06-9902,71,2006
225.23,(a)(1)(iii)(A) and (B) revised,06-9902,71,2006
225,"Appendices A, C and D amended",06-9902,71,2006
226.7,(f) correctly amended; CFR correction,06-30577,71,2006
226,Supplement I amended,06-46388,71,2006
227.2,(a)(2)(ii) amended,06-11297,71,2006
228.12,(u)(1) revised,06-78336,71,2006
228.26,(d) added,06-78337,71,2006
229,Appendix A amended,06-32266,71,2006
268.205,Revised; interim,06-44558,71,2006
201.4,(e) added,07-71203,72,2007
201.51,(a) and (b) revised,"07-48549, 07-54814, 07-63097, 07-71756",72,2007
201.51,(b) table correctly amended,07-56890,72,2007
201.51,(e) added,07-71203,72,2007
202.4,(d) revised,07-63451,72,2007
202.9,(h) removed,07-63451,72,2007
202.16,Removed; new 202.16 redesignated from 202.17,07-63451,72,2007
202.17,Redesignated as new 202.16,07-63451,72,2007
202,Appendix A amended,07-55020,72,2007
202,Supplement I amended,07-63451,72,2007
202,Supplement I amended; eff. 1-14-08,07-71057,72,2007
203,Supplement I amended,07-72235,72,2007
204.9,Revised,07-55656,72,2007
204.121,(a)(2)(iii) amended,07-16990,72,2007
205.4,(a)(1) revised; (c) removed; (d) and (e) redesignated as new (c) and (d),07-63456,72,2007
205.9,(a) introductory text revised; (e) added,07-36593,72,2007
205.17,Removed,07-63456,72,2007
205,Supplement I amended,"07-36593, 07-63456",72,2007
208.64,(b) revised; interim,07-17802,72,2007
208.64,Regulation at 72 FR 17802 confirmed,07-54349,72,2007
208,Appendix F added and amended; eff. 4-1-08,07-69430,72,2007
211.26,(c)(2)(i)(A) revised; interim,07-17803,72,2007
211.26,Regulation at 72 FR 17803 confirmed,07-54349,72,2007
212.2,(j)(1)(iii) and (vi) amended; interim,07-1276,72,2007
212.2,Regulation at 72 FR 1276 confirmed,07-38755,72,2007
212.3,(b) amended; interim,07-1276,72,2007
212.3,Regulation at 72 FR 1276 confirmed,07-38755,72,2007
213.3,(a) introductory text revised; (a)(5) removed,07-63461,72,2007
213.6,Removed,07-63461,72,2007
213.7,(c) revised,07-63461,72,2007
213,Supplement I amended,07-63461,72,2007
215,Regulation at 71 FR 71474 confirmed,07-30472,72,2007
215.1--215.13 (Subpart A),Regulation at 71 FR 71474 confirmed,07-30472,72,2007
215.1,Regulation at 71 FR 71474 confirmed,07-30472,72,2007
215.2,Regulation at 71 FR 71474 confirmed,07-30472,72,2007
215.9,Regulation at 71 FR 71474 confirmed,07-30472,72,2007
215.10,Regulation at 71 FR 71474 confirmed,07-30472,72,2007
215.11,Regulation at 71 FR 71474 and 71475 confirmed,07-30472,72,2007
215.12,Regulation at 71 FR 71474 confirmed,07-30472,72,2007
215.13,Regulation at 71 FR 71474 confirmed,07-30472,72,2007
215.1--215.13 (Subpart A),Regulation at 71 FR 71475 confirmed,07-30472,72,2007
215.20--215.23 (Subpart B),Regulation at 71 FR 71475 confirmed,07-30472,72,2007
218,Added,07-56554,72,2007
220.132,Introductory text correctly amended,07-70486,72,2007
222,Authority citation revised,07-62954,72,2007
222.1,(a) added; (b)(2)(i) revised,07-62954,72,2007
222.3,Introductory text revised,07-63756,72,2007
222.20--222.28 (Subpart C),Added,07-62955,72,2007
222.80--222.83 (Subpart I),Heading revised,07-63756,72,2007
222.82,Added,07-63756,72,2007
222.90--222.91 (Subpart J),Added,07-63757,72,2007
222,Appendix C added,07-62962,72,2007
222,Appendix J added,07-63758,72,2007
225,Appendix G added and amended; eff. 4-1-08,07-69431,72,2007
226.5,(a)(1) revised; (a)(5) removed,07-63473,72,2007
226.5a,(a)(2)(v) added,07-63473,72,2007
226.5b,(a)(3) added; (c)(1) heading and (2) removed; (c)(1) redesignated as (c),07-63474,72,2007
226.15,(b) introductory text amended,07-63474,72,2007
226.16,(c) revised,07-63474,72,2007
226.17,(a)(1) and (g) revised; (a)(3) removed,07-63474,72,2007
226.19,(c) added,07-63474,72,2007
226.23,(b)(1) amended,07-63474,72,2007
226.24,(d) revised,07-63474,72,2007
226.31,(b) revised,07-63475,72,2007
226.36 (Subpart F),Removed,07-63475,72,2007
226,Supplement I amended,"07-44033, 07-63475",72,2007
226,Supplement I amended; eff. 1-14-08,07-71059,72,2007
227.2,(a)(2) revised,07-55021,72,2007
228.12,(u)(1) correctly revised,07-72573,72,2007
228.26,(a)(1) heading correctly revised,07-72573,72,2007
229,Appendix A correctly amended; CFR correction,07-3706,72,2007
229,Appendix A amended,"07-27952, 07-34597, 07-46144",72,2007
229,Appendix B revised,07-27952,72,2007
230.3,(a) revised; (g) removed,07-63483,72,2007
230.4,(a)(1)(ii) and (2)(i) revised,07-63483,72,2007
230.10,Supplement I amended,07-63484,72,2007
230,Supplement I amended,07-63484,72,2007
201.51,(a) and (b) revised,"08-5728, 08-7202, 08-15862, 08-25505, 08-61657, 08-65967, 08-79307",73,2008
202,Appendix A amended,"08-33663, 08-53685",73,2008
203.4,(a)(12) and (13) revised; eff. 10-1-09,08-63335,73,2008
203,Appendix A amended; eff. 10-1-09,08-63335,73,2008
203,Supplement I amended; eff. 10-1-09,08-63336,73,2008
203,Supplement I amended,08-78616,73,2008
204.4,Removed; interim,08-59485,73,2008
204.9,Revised,08-57490,73,2008
204.10,Added; interim,08-59485,73,2008
204.10,(b)(2) revised; interim,08-65507,73,2008
204.10,(b)(1) and (2) revised,08-67714,73,2008
204.10,(b) revised; interim,08-78617,73,2008
208,Technical correction,08-21690,73,2008
208,Policy statement,08-44620,73,2008
208,Appendices A and B amended; interim,08-55707,73,2008
208,Appendix A amended; eff. 1-29-09,08-79606,73,2008
218.701,(b) revised,08-20780,73,2008
218.721,(a)(6) and (7); (c)(2) redesignated as (a)(5) and (6); revised,08-20780,73,2008
218.723,(e)(3) revised,08-20780,73,2008
218.741,(a)(1)(A) and (B) redesignated as(a)(1)(i) and (ii),08-20780,73,2008
218.775,(b)(1)(i) revised,08-20780,73,2008
223.42,(n) added; interim,"08-54308, 08-55709",73,2008
223.56,Added; interim,08-55709,73,2008
225,Technical correction,08-21690,73,2008
225,Policy statement,08-44620,73,2008
225,Appendices A and D amended; interim,08-55708,73,2008
225,Appendix A amended; interim,08-62853,73,2008
225,Appendix A correctly amended; interim,08-63624,73,2008
225,Appendix A amended; eff. 1-29-09,08-79606,73,2008
226,Authority citation revised,08-44599,73,2008
226.1,(d)(5) revised; eff. 10-1-09,08-44599,73,2008
226.2,(a)(6) revised; eff. 10-1-09,08-44599,73,2008
